,webUrl,website,features,review_Tags,cuisines,meal_Types,dishes,address,description,email,name,menuWebUrl,numberOfReviews,priceLevel,priceRange,rankingString,rankingDenominator,rating,rawRanking,image,owner_image_url
1707,https://www.tripadvisor.com/Restaurant_Review-g189400-d1964882-Reviews-Papadakis-Athens_Attica.html,http://www.papadakisrestaurant.com/,"Reservations, Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Free Wifi, Accepts Credit Cards, Table Service, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","grouper, salad, prawns, orzo, fish restaurant, attentive service, white wine, greek, honey, greece, tomato, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Seafood, Mediterranean, Greek, European, Vegetarian Friendly, Vegan Options, Gluten Free Options, nan, nan, nan, nan","Lunch, Dinner, Late Night, nan, nan, nan","Pasta, Lobster, Shrimp, Salad, Calamari, Risotto, Mussels, Prawns, Octopus, Fish Soup, Pesto, Fish, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","15 Fokilidou, Athens 106 73 Greece",,,Papadakis,http://www.papadakisrestaurant.com/menu/,330,$$$$,,"#489 of 3,608 places to eat in Athens",2952.0,4.0,3.709482431411743,https://media-cdn.tripadvisor.com/media/photo-o/09/af/50/0c/photo0jpg.jpg,"nan, nan, nan"
1708,https://www.tripadvisor.com/Restaurant_Review-g189403-d2266260-Reviews-Yperokeanio-Piraeus_Piraeus_Region_Attica.html,http://www.instagram.com/der_keller_spigno_saturnia/?igshid=gm5j1e2jqson,"Takeout, Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","seafood, octopus, salad, fried zucchini, small shrimp, fast service, nice food, dishes, ouzo, tsikoudia, ouzeri, port, terminal, meze, cruise, athens, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Seafood, Mediterranean, Greek, Vegetarian Friendly, Vegan Options, Gluten Free Options, nan, nan, nan, nan, nan","Lunch, Dinner, Late Night, nan, nan, nan","Pasta, Shrimp, Salad, Calamari, Mussels, Octopus, Toasts, Pesto, Fish, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Chatzikiriakou Marias 48, Piraeus 185 38 Greece",,,Yperokeanio,,340,$$ - $$$,,#38 of 452 places to eat in Piraeus,367.0,4.0,3.705708503723145,https://media-cdn.tripadvisor.com/media/photo-o/12/e2/13/51/yperokeanio.jpg,"nan, nan, nan"
1709,https://www.tripadvisor.com/Restaurant_Review-g11906584-d15635151-Reviews-To_Rebelio-Petroupoli_Attica.html,https://www.facebook.com/pages/category/Restaurant/%CE%A4%CE%BF-%CF%81%CE%B5%CE%BC%CF%80%CE%B5%CE%BB%CE%B9%CF%8C-1890397744577225/,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Greek, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","nan, nan, nan, nan, nan, nan","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","28is Oktovriou 112, Petroupoli 13231 Greece",,,To Rebelio,,42,,,#2 of 39 places to eat in Petroupoli,27.0,5.0,3.710343599319458,https://media-cdn.tripadvisor.com/media/photo-m/1280/15/c6/72/d8/20181215-210944-largejpg.jpg,"nan, nan, nan"
1710,https://www.tripadvisor.com/Restaurant_Review-g189400-d7180013-Reviews-Berlin_by_5_Drunk_Men-Athens_Attica.html,http://www.facebook.com/BerlinBy5drunkMen,"Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Accepts Mastercard, Accepts Visa, Free Wifi, Table Service, Outdoor Seating, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","beer bar, beers, greece, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Bar, Pub, Brew Pub, nan, nan, nan, nan, nan, nan, nan, nan","Dinner, Drinks, nan, nan, nan, nan","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Timotheou 8, Athens 116 34 Greece","The 1st self-service beer bar in Athens! Berlin by 5 drunkmen is more an innovative beer-bar rather than a traditional beer-restaurant. This awarded bar is located in Pagrati district, an old and worth visiting neighborhood of Athens city centre. What makes this bar unique, is the fact that every table has its own personal taps where you can serve yourself at will, whenever you want. Then, you can see your ""score"" on the big screen located on the wall! You can also taste fresh finger food and tapas to accompany your beer! A beer bar where you are definitely treated as a local and not as tourist!!",berlinby5drunkmen@gmail.com,Berlin by 5 Drunk Men,,71,$,$3 - $15,"#487 of 3,608 places to eat in Athens",2952.0,4.5,3.710227251052856,https://media-cdn.tripadvisor.com/media/photo-o/07/0c/5b/dd/berlin-by-5-drunkmen.jpg,"nan, nan, nan"
1711,https://www.tripadvisor.com/Restaurant_Review-g189403-d786170-Reviews-Imalaia-Piraeus_Piraeus_Region_Attica.html,http://www.facebook.com/trelohotdog/,"Takeout, Outdoor Seating, Seating, Serves Alcohol, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","crepes, ingredients, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Fast Food, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Dinner, Late Night, nan, nan, nan, nan","Hot Dog, Crepes, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Akti Moutsopoulou 50 Pasalimani, Piraeus Greece",,,Imalaia,,97,$,$4 - $15,#37 of 452 places to eat in Piraeus,367.0,4.5,3.7140612602233887,https://media-cdn.tripadvisor.com/media/photo-o/0b/5e/c7/32/caption.jpg,"nan, nan, nan"
1712,https://www.tripadvisor.com/Restaurant_Review-g189400-d780581-Reviews-O_B_Athens_All_Day_Bar_Restaurant-Athens_Attica.html,,"Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Table Service, Reservations, Accepts Credit Cards, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","European, Mediterranean, Greek, nan, nan, nan, nan, nan, nan, nan, nan","Breakfast, Lunch, Dinner, nan, nan, nan","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","5 Leokoriou Street Psiri, Athens 105 54 Greece","Traditional Greek Taste is being redefined under the prism of modern cuisine and presented to the connoisseurs with the high quality service of the O&B. Enjoy your breakfast or your savory lunch and dinner, your light snack, as well as a cup of coffee and cafe selections or a special drink or cocktail in the O&B Athens All Day Bar Restaurant. The O&B Athens All Day Bar Restaurant, located in the centre of Athens, just one minute walking from Thisio Metro Station, invites you to taste its unique flavours every day from 07.00' To 23.00'.",info@oandbrestaurant.com,O&B Athens All Day Bar Restaurant,,115,$$ - $$$,$14 - $32,"#504 of 3,608 places to eat in Athens",2952.0,4.5,3.680590867996216,https://media-cdn.tripadvisor.com/media/photo-o/01/a4/a8/af/o-b-athens-dinning.jpg,"nan, nan, nan"
1713,https://www.tripadvisor.com/Restaurant_Review-g189400-d940535-Reviews-St_Astra-Athens_Attica.html,https://www.facebook.com/St.Astra.Restaurant/?ref=page_internal,"Seating, Parking Available, Validated Parking, Highchairs Available, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Reservations, Outdoor Seating, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","salmon, an amazing view, acropolis, cuisine, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Mediterranean, European, Asian, Greek, Vegetarian Friendly, Vegan Options, Gluten Free Options, nan, nan, nan, nan","Dinner, Brunch, Lunch, Late Night, Drinks, nan","Salad, Salmon, Pork, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Leoforos Alexandras 10, Athens 106 82 Greece",,info@rbathenspark.com,St'Astra,,169,$$$$,$157,"#483 of 3,608 places to eat in Athens",2952.0,4.5,3.7143497467041016,https://media-cdn.tripadvisor.com/media/photo-o/07/74/6d/7b/st-astra.jpg,"nan, nan, nan"
1714,https://www.tripadvisor.com/Restaurant_Review-g189400-d3316030-Reviews-O_Brettos_Bar_and_Restaurant-Athens_Attica.html,http://www.brettosplaka.com,"Seating, Serves Alcohol, Full Bar, Table Service, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","great drinks, beers, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Wine Bar, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Drinks, nan, nan, nan, nan, nan","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Plaka Kydathinaion 41, Athens Greece",1 bar and one restaurant in Plaks. Ouzo and Liquer bar. Really cool place with fantastically coloured displays of drinks.,,O'Brettos Bar and Restaurant,,103,$$ - $$$,,"#488 of 3,608 places to eat in Athens",2952.0,4.5,3.710009813308716,https://media-cdn.tripadvisor.com/media/photo-o/02/dd/96/28/caption.jpg,"nan, nan, nan"
1715,https://www.tripadvisor.com/Restaurant_Review-g1026500-d3709317-Reviews-Il_Salumaio_Di_Atene-Kifissia_Attica.html,http://www.salumaio.gr,"Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","risotto, truffle, salad, love this restaurant, dishes, cheese, sweets, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Italian, Mediterranean, European, Vegetarian Friendly, Vegan Options, Gluten Free Options, nan, nan, nan, nan, nan","Breakfast, Lunch, Dinner, Brunch, nan, nan","Pasta, Salad, Risotto, Salmon, Pesto, Fish, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Panagitsas 3, Kifissia 145 62 Greece",,bikageo@me.com,Il Salumaio Di Atene,,261,$$$$,,#16 of 222 places to eat in Kifissia,189.0,4.0,3.711406707763672,https://media-cdn.tripadvisor.com/media/photo-s/03/c4/9e/74/il-salumaio-di-atene.jpg,"nan, nan, nan"
1716,https://www.tripadvisor.com/Restaurant_Review-g189400-d13385532-Reviews-Piadina_Lumbro-Athens_Attica.html,http://www.piadinalumbro.gr,"Delivery, Takeout, Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Free Wifi, Accepts Credit Cards, Table Service, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","pizza, basil, flavor, ingredients, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Italian, Pizza, Cafe, Mediterranean, European, Neapolitan, Campania, Southern-Italian, Vegetarian Friendly, Vegan Options, nan","Lunch, Dinner, Brunch, Breakfast, Drinks, nan","Piadina, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Omirou 15, Athens 10672 Greece","For the first time in Athens we offer authentic streetfood from the heart of Italy. We invite you to discover piadina! In our kitchen, Michele make the piadina according to the traditional recipe, with fresh handmade dough and Italian high quality products. Cornetto e capuccino, aperitivo and Italian coffee complement the journey to classic Italian flavors.",info@piadinalumbro.gr,Piadina Lumbro,https://www.piadinalumbro.gr/menu,89,$,$2 - $11,"#486 of 3,608 places to eat in Athens",2952.0,4.5,3.712388753890991,https://media-cdn.tripadvisor.com/media/photo-o/12/99/35/9e/birra-poretti-and-piadina.jpg,"nan, nan, nan"
1717,https://www.tripadvisor.com/Restaurant_Review-g9715942-d23995257-Reviews-Almpouro-Nikaia_Piraeus_Region_Attica.html,http://arisalampourinos.wixsite.com/almpouro,"Reservations, Accepts Credit Cards, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","seafood, great atmosphere, dishes, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Seafood, Mediterranean, Greek, Healthy, nan, nan, nan, nan, nan, nan, nan","Lunch, Dinner, nan, nan, nan, nan","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Panagi Tsaldari 124, Nikaia 184 50 Greece",,aris.alampourinos@gmail.com,Almpouro,,26,$,,#1 of 36 places to eat in Nikaia,21.0,5.0,3.6823246479034415,https://media-cdn.tripadvisor.com/media/photo-m/1280/23/5e/1c/35/caption.jpg,"nan, nan, nan"
1718,https://www.tripadvisor.com/Restaurant_Review-g3695486-d12550290-Reviews-Taverna_Tourkantoni-Gerakas_East_Attica_Region_Attica.html,https://www.facebook.com/mtourkantoni/?ref=page_internal,"Highchairs Available, Free Wifi, Accepts Credit Cards, Table Service, Wine and Beer, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","meat, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Steakhouse, Greek, nan, nan, nan, nan, nan, nan, nan, nan, nan","Lunch, Dinner, nan, nan, nan, nan","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Miaouli 59, Gerakas 15344 Greece",,,Taverna Tourkantoni,http://tavernatourkantoni.gr/menoy,83,$$ - $$$,$10 - $17,#1 of 33 places to eat in Gerakas,27.0,4.5,3.680680990219116,https://media-cdn.tripadvisor.com/media/photo-o/0f/a8/7f/ce/caption.jpg,"nan, nan, nan"
1719,https://www.tripadvisor.com/Restaurant_Review-g189403-d13911110-Reviews-S_i_L_Shakespeare_in_Love-Piraeus_Piraeus_Region_Attica.html,http://www.sil-shakespeareinlove.gr,"Reservations, Seating, Serves Alcohol, Table Service, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","amazing atmosphere, traditional greek food, sil, gate, ferry, spinach, port, taught, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Mediterranean, Wine Bar, European, Greek, Vegetarian Friendly, Vegan Options, nan, nan, nan, nan, nan","Lunch, Dinner, Breakfast, nan, nan, nan","Salad, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Agiou Spyridonos 3, Piraeus Greece",,,S.i.L Shakespeare in Love,,99,$$ - $$$,,#40 of 452 places to eat in Piraeus,367.0,4.5,3.680119276046753,https://media-cdn.tripadvisor.com/media/photo-o/12/79/f7/c9/ta-img-20180330-112904.jpg,"nan, nan, nan"
1720,https://www.tripadvisor.com/Restaurant_Review-g189400-d24023725-Reviews-Plaki_Sea_Food_Bar-Athens_Attica.html,http://plakiseafoodbar.gr,"Reservations, Seating, Serves Alcohol, Table Service, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","plaki, oysters, carpaccio, sea bass, salad, fries, trees, dessert, waitress, starters, dishes, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Japanese, Bar, Seafood, Greek, Wine Bar, Mediterranean, Healthy, Vegetarian Friendly, nan, nan, nan","Lunch, Dinner, Breakfast, Drinks, nan, nan","Fish, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","6 Kalogrioni Str 6 Kalogrioni Str, Plaka, Athens, 105 56, Athens 105 56 Greece","Plaki sea food bar welcomes you and promises a memorable tasting experience that captures the unique taste of the Mediterranean, Greek Cycladic cuisine, and modern gastronomy, with a focus on seafood dishes. Our restaurant was created to share our passion for seafood gastronomy with you, so we use high-quality fresh local ingredients and fish cooked in a Japanese robata. Exquisite seafood flavors, full of unforgettable aromas and colors, come together to compose and highlight our highly aesthetic and tasteful dishes that will satisfy and excite your palate. You can watch in our open kitchen the dishes come to life before your eyes by our chef and therefore participate with us in this unique creative process! We will be waiting for you from the morning to enjoy your coffee or drink in our cozy bar until the evening when we will travel you with friends to delicious destinations that musk the sea and Greece, in our beautifully decorated both indoor and outdoor space!",info@plakiseafoodbar.gr,Plaki Sea Food Bar,,39,$$ - $$$,,"#503 of 3,608 places to eat in Athens",2952.0,4.5,3.685265064239502,https://media-cdn.tripadvisor.com/media/photo-m/1280/27/37/7d/22/plaki-sea-food-bar.jpg,"nan, nan, nan"
1749,https://www.tripadvisor.com/Restaurant_Review-g2618353-d10394264-Reviews-Pizzaiolo-Cholargos_Attica.html,http://www.facebook.com/pizzaiolo.gr,"Takeout, Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts Mastercard, Accepts Visa, Cash Only, Free Wifi, Table Service, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Italian, Pizza, Mediterranean, European, Neapolitan, Campania, Southern-Italian, Vegetarian Friendly, Vegan Options, nan, nan","Lunch, Dinner, nan, nan, nan, nan","Pasta, Salad, Pesto, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Aspasias 63, Cholargos 15561 Greece",,,Pizzaiolo,https://pizzaiolo.gr/menu/,151,$$ - $$$,,#5 of 58 places to eat in Cholargos,50.0,4.5,3.737674236297608,https://media-cdn.tripadvisor.com/media/photo-o/19/55/c1/99/50.jpg,"nan, nan, nan"
1752,https://www.tripadvisor.com/Restaurant_Review-g189400-d19725447-Reviews-Chelona_Athens-Athens_Attica.html,http://chelona.cavanektar.gr/el,"Reservations, Seating, Table Service, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","beers, dishes, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","European, Mediterranean, nan, nan, nan, nan, nan, nan, nan, nan, nan","Dinner, Brunch, Drinks, nan, nan, nan","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Ermou 121, Athens 10555 Greece","On the rooftop of Cava Nektar, one is invited to discover an impressive Mediterranean gastronomic experience with intense fusion influences. This blends harmoniously with the endless cave of hard-to-find spirits with the signature of Cava Nektar in the impressive space of Chelona. The unique rooftop of the restaurant, which is emitting an exotic character, always makes a strong impression with the dominant deeply green scenery, while jazz rhythms light up the atmosphere of our evenings, and the premium cocktail list stands out. Cava Nektar’s renowned sommelier will be at the restaurant to give his suggestions on the ideal wine to match the courses you have chosen! You can also schedule your own corporate dinners or meetings at the restaurant of Chelona.",info@chelonaathens.gr,Chelona Athens,https://chelona.cavanektar.gr/el/menu,66,$$ - $$$,$25 - $60,"#478 of 3,608 places to eat in Athens",2952.0,4.5,3.7207422256469727,https://media-cdn.tripadvisor.com/media/photo-o/22/ff/78/f7/enjoy-the-greek-fusion.jpg,"nan, nan, nan"
1756,https://www.tripadvisor.com/Restaurant_Review-g189400-d695989-Reviews-Daphne_s-Athens_Attica.html,http://www.daphnesrestaurant.gr/en,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Full Bar, Free Wifi, Table Service, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","rabbit, moussaka, greek salad, nice dinner, waiters, greece, acropolis, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Mediterranean, Greek, Vegetarian Friendly, Vegan Options, Gluten Free Options, nan, nan, nan, nan, nan, nan","Lunch, Dinner, nan, nan, nan, nan","Pasta, Moussaka, Shrimp, Souvlaki, Salad, Calamari, Meatballs, Eggplant, Scallops, Salmon, Prawns, Octopus, Rice pudding, Beef, Lamb, Pesto, Fish, Pork, nan, nan, nan, nan, nan, nan","Lysikratous 4, Athens Greece",Daphnes is a classic in every sense of the word located in Plaka and the preferred destination of visiting public figures from the international political scene and business world.,info@daphnesrestaurant.gr,Daphne's,,780,$$ - $$$,$30 - $50,"#520 of 3,608 places to eat in Athens",2952.0,3.5,3.6616909503936768,https://media-cdn.tripadvisor.com/media/photo-o/03/a2/f0/82/daphne-s.jpg,"nan, nan, nan"
1759,https://www.tripadvisor.com/Restaurant_Review-g189400-d23750939-Reviews-Soil_Restaurant-Athens_Attica.html,http://www.soilrestaurant.gr,"Reservations, Outdoor Seating, Seating, Parking Available, Serves Alcohol, Free Wifi, Accepts Credit Cards, Table Service, Private Dining, Valet Parking, Free off-street parking, Full Bar, Digital Payments, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","tasting menu, oysters, bread, gastronomic experience, michelin restaurant, neoclassical building, every bite, small plates, michelin star, sublime, sommelier, herbs, courses, presentation, centre, dishes, greece, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Greek, International, Mediterranean, Healthy, nan, nan, nan, nan, nan, nan, nan","Dinner, Late Night, Drinks, nan, nan, nan","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Ferekidou 5, Athens 11635 Greece","Michelin star-awarded Soil restaurant, nestled in the vibrant neighbourhood of Pangrati, reveals a unique fine dining experience conceived by the pioneering chef, Tasos Mantis. From a beautiful neoclassical residence in Athens located behind the historical Panathenaic Stadium, the creative chef’s dishes are full of surprises yet firmly rooted in an earthen philosophy that perfectly embodies Mantis’ love for nature. Soil’s journeys begin miles away, in the Chef’s own garden in Alepochori, and continues uninterrupted at Soil with Mantis leveraging sustainability, botanology and farm-to-table dining in the Athenian culinary hotspot. With the freshest ingredients and one of the finest wine lists in the capital, Soil proposes an innovative dining experience rooted in nature, from the heart of Athens.",hello@soilrestaurant.gr,Soil Restaurant,https://soilrestaurant.gr/#ourmenus,59,$$$$,$86,"#498 of 3,608 places to eat in Athens",2952.0,4.5,3.691265821456909,https://media-cdn.tripadvisor.com/media/photo-o/22/df/a6/bb/soil-restaurant.jpg,"nan, nan, nan"
1760,https://www.tripadvisor.com/Restaurant_Review-g189403-d10079469-Reviews-Dyosmos-Piraeus_Piraeus_Region_Attica.html,https://www.facebook.com/dyosmos.edesmatopolio/,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Free Wifi, Table Service, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Mediterranean, Greek, Vegetarian Friendly, nan, nan, nan, nan, nan, nan, nan, nan","Lunch, Dinner, nan, nan, nan, nan","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","42 Leoforos Freattidos, Piraeus 185 37 Greece",,,Dyosmos,,114,$$ - $$$,,#42 of 452 places to eat in Piraeus,367.0,4.0,3.6623167991638175,https://media-cdn.tripadvisor.com/media/photo-o/0a/ea/f5/28/caption.jpg,"nan, nan, nan"
1816,https://www.tripadvisor.com/Restaurant_Review-g189400-d23452056-Reviews-The_Makers-Athens_Attica.html,https://themakersathens.gr/,"Takeout, Outdoor Seating, Private Dining, Seating, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service, Dog Friendly, Reservations, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","brunch, worth trying, kind staff, cappuccino, vegan, centre, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","European, Healthy, Vegan Options, Vegetarian Friendly, nan, nan, nan, nan, nan, nan, nan","Lunch, Dinner, Brunch, Drinks, Breakfast, nan","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Praxitelous 37, Athens 10560 Greece","Concept Store For Coffee , Brunch , Lunch , Early Dinner, Shopping And Meetings",info@themakersathens.gr,The Makers,,35,$$ - $$$,$5 - $25,"#519 of 3,608 places to eat in Athens",2952.0,5.0,3.663415908813477,https://media-cdn.tripadvisor.com/media/photo-w/1d/20/8d/c7/caption.jpg,"nan, nan, nan"
